tweet_id,sentiment,tweet,tokenized,compound,negative,neutral,positive
1695081286,happiness,oh yes! Level 40,oh ye level,0.0,0.0,1.0,0.0
1695081624,happiness,@tommcfly I just read online the article you mentioned..meh.  I am very happy to be stuck on you and the guys--just try and get rid of me,tommcfli i just read onlin the articl you mention meh i am veri happi to be stuck on you and the guy just tri and get rid of me,-0.3182,0.117,0.883,0.0
1695081663,happiness,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,start the video edit of the first spank movi we did with mina it will be ad to the next updat,0.0,0.0,1.0,0.0
1695081927,happiness,Good morning  hope u all have a great day,good morn hope u all have a great day,0.872,0.0,0.288,0.712
1695082179,happiness,Can't wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!,can t wait hand in work tomorrow then im practic finish for the year yay,0.765,0.0,0.645,0.355
1695082310,happiness,@gorgeousgg yup!! even though its a lil rainy out lol hope ya have a good day,gorgeousgg yup even though it a lil raini out lol hope ya have a good day,0.8225,0.0,0.561,0.439
1695082386,happiness,@rissiapriyahita @zanidia @clarixxxa thanks udah di follow,rissiapriyahita zanidia clarixxxa thank udah di follow,0.3612,0.0,0.706,0.294
1695082482,happiness,@powerseller thanks,powersel thank,0.3612,0.0,0.286,0.714
1695082532,happiness,@sengming whoa steady there mate don't fall down,sengm whoa steadi there mate don t fall down,0.0,0.0,1.0,0.0
1695082609,happiness,Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections,thank so much for follow me here too i will keep you all up to date as much as possibl on my makeup line plu all new collect,0.3612,0.0,0.912,0.088
1695082734,happiness,good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on,good morn twigga and twitch http bbltwt com sciif getcha motiv on,0.4404,0.0,0.791,0.209
1695082853,happiness,"@shanellelee OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime",shanellele oooooo no i have not glad to hear it wa incred though i still have it bookmark to tri sometim,-0.569,0.216,0.784,0.0
1695082863,happiness,@FakerParis A little tired but gland its bank holiday here so i can have a lie in,fakerpari a littl tire but gland it bank holiday here so i can have a lie in,0.5499,0.0,0.785,0.215
1695082897,happiness,@FatDaddySweets YAY! Busy is good,fatdaddysweet yay busi is good,0.743,0.0,0.323,0.677
1695082913,happiness,@Dreaming_awake GOOD MIDDAY.,dream awak good midday,0.5994,0.0,0.29,0.71
1695083018,happiness,picture to burn - taylor swift!    great song!,pictur to burn taylor swift great song,0.7096,0.0,0.459,0.541
1695083029,happiness,"@kariannanas hahaha, I was busy, now I see what I replied to you! Yes that is true",kariannana hahaha i wa busi now i see what i repli to you ye that is true,0.7506,0.0,0.652,0.348
1695083279,happiness,14:14 .. someone is thinking of me  good luck to lynny and her tattoo ;),someon is think of me good luck to lynni and her tattoo,0.7096,0.0,0.629,0.371
1695083350,happiness,Bank holiday in London! woohoo,bank holiday in london woohoo,0.7184,0.0,0.333,0.667
1695083478,happiness,Yes... today is Star Wars Day!    May the 4th be with you!,ye today is star war day may the th be with you,-0.5994,0.262,0.738,0.0
1695083503,happiness,"@Frozen2theSword YAY! Hope your day at work is wonderful, Sis! We have a Bank Holiday in England today so everyone is off work",frozen thesword yay hope your day at work is wonder si we have a bank holiday in england today so everyon is off work,0.8402,0.0,0.69,0.31
1695106265,happiness,",.. oh the Mint Lounge ...AWESOME night",oh the mint loung awesom night,0.0,0.0,1.0,0.0
1695106851,happiness,afternoon. have the first rehearsal with this (extremely talented) singer-songwriter today. wish me luck,afternoon have the first rehears with thi extrem talent singer songwrit today wish me luck,0.8176,0.0,0.585,0.415
1695107035,happiness,Day 8 of the 30 Day Shred and Day 5 of Special K Challenge... I feel fantastic.,day of the day shred and day of special k challeng i feel fantast,0.4019,0.0,0.803,0.197
1695107179,happiness,@catephoenix I'm thinking you deserve an award. A big shiny one.,catephoenix i m think you deserv an award a big shini one,0.5423,0.0,0.696,0.304
1695107794,happiness,"@wanderinghope hehe, thanks! that had everyone in my class laughing too.",wanderinghop hehe thank that had everyon in my class laugh too,0.7269,0.0,0.596,0.404
1695107871,happiness,"Missing my husband, but it was nice to wake up in my parents' house. The dogs are ecstatic",miss my husband but it wa nice to wake up in my parent hous the dog are ecstat,0.5267,0.062,0.762,0.176
1695108349,happiness,@mumphlett  a good girl nevah tells hahahahaha! hope you had a good weekend,mumphlett a good girl nevah tell hahahahaha hope you had a good weekend,0.8271,0.0,0.479,0.521
1695108702,happiness,bought my dress yesterday!!  Only 12 more days til Chris is home. So excited! Gavin has his first tooth,bought my dress yesterday onli more day til chri is home so excit gavin ha hi first tooth,0.3947,0.0,0.865,0.135
1695109129,happiness,@CharlieCurve Wait - cool AND a sliding door? That's an oxymoron.,charliecurv wait cool and a slide door that s an oxymoron,0.2023,0.139,0.648,0.213
1695109221,happiness,Employee orientation for serco  yayy.. I'm excited/nervous!!!! Wish me luck!,employe orient for serco yayi i m excit nervou wish me luck,0.6908,0.0,0.584,0.416
1695109334,happiness,"@Irish1974 Yeah, it's good.  Just startled me.",irish yeah it s good just startl me,0.6249,0.0,0.495,0.505
1695109730,happiness,@buckhollywood HEY BUCK!!!!  love u loads!! LOVE &quot;WHAT THE BUCK?!&quot;,buckhollywood hey buck love u load love quot what the buck quot,0.8555,0.0,0.517,0.483
1695110313,happiness,@Holly2305 LOL Me too. Going out at 12am isn't as easy as it used to be,holli lol me too go out at am isn t as easi as it use to be,0.4215,0.0,0.843,0.157
1695110396,happiness,alhamdulilah. i got accepted into nafa,alhamdulilah i got accept into nafa,0.3818,0.0,0.606,0.394
1695134925,happiness,@ncteacher77  I appreciate you,ncteacher i appreci you,0.0,0.0,1.0,0.0
1695135100,happiness,girl talk is awesome,girl talk is awesom,0.0,0.0,1.0,0.0
1695135147,happiness,@gulpanag congratulations i am heart hacker not a computer hacker@,gulpanag congratul i am heart hacker not a comput hacker,0.0,0.0,1.0,0.0
1695135166,happiness,@IngridHolliday good morning,ingridholliday good morn,0.4404,0.0,0.408,0.592
1695135255,happiness,Goooooodmorning,goooooodmorn,0.0,0.0,1.0,0.0
1695135496,happiness,"It's time for school, y'all !1!! HAPPY STARWARS DAY",it s time for school y all happi starwar day,0.0,0.0,1.0,0.0
1695135753,happiness,@DougPreston Well now I'm gonna be on a mission to find their music,dougpreston well now i m gonna be on a mission to find their music,0.2732,0.0,0.826,0.174
1695135957,happiness,"@skingirl69 yeah, i'm so excited.",skingirl yeah i m so excit,0.296,0.0,0.577,0.423
1695136495,happiness,brought some new glass for my camera,brought some new glass for my camera,0.0,0.0,1.0,0.0
1695136784,happiness,goooooood morning!,goooooood morn,0.0,0.0,1.0,0.0
1695136884,happiness,says good evening  http://plurk.com/p/rqh8l,say good even http plurk com p rqh l,0.4404,0.0,0.674,0.326
1695137680,happiness,@luigiiiiii whatever i know you like it.  HAHAHHAH!,luigiiiiii whatev i know you like it hahahhah,0.3612,0.0,0.706,0.294
1695137803,happiness,Birthday girl in the house!! Tweet tweet suckas,birthday girl in the hous tweet tweet sucka,0.0,0.0,1.0,0.0
1695137852,happiness,Twittering while my hair dries - just washed it in Macadamia and Orange Shampoo - smells gorgeous,twitter while my hair dri just wash it in macadamia and orang shampoo smell gorgeou,0.0,0.0,1.0,0.0
1695137926,happiness,"Yay, I won at the @Jumeau Bags #Giveaway from @InstantShift. And those bags are so pretty!! Or maybe I'll have a belt? We'll see!",yay i won at the jumeau bag giveaway from instantshift and those bag are so pretti or mayb i ll have a belt we ll see,0.7964,0.0,0.747,0.253
1695137949,happiness,Hi CelebXXXVidsYH and AyBygW! Thanks for following,hi celebxxxvidsyh and aybygw thank for follow,0.3612,0.0,0.706,0.294
1695138047,happiness,@wroe16 ohhhh excellent song..hello my friend!,wroe ohhhh excel song hello my friend,0.7351,0.0,0.446,0.554
1695138078,happiness,@Hyperopia feeling better now that it' breakfast time,hyperopia feel better now that it breakfast time,0.4404,0.0,0.707,0.293
1695138169,happiness,@Zindaret http://www.thinkgeek.com/books/nonfiction/b322/ &lt;-- Get me one of those and maybe next time,zindaret http www thinkgeek com book nonfict b lt get me one of those and mayb next time,0.0,0.0,1.0,0.0
1695138177,happiness,"@ShoeGal007 oh okay, cool.",shoegal oh okay cool,0.4939,0.0,0.323,0.677
1695138232,happiness,Off to the banks to get this thing rolling! Hooray for days off!,off to the bank to get thi thing roll hooray for day off,0.5106,0.0,0.784,0.216
1695162642,happiness,@kandeezie would love to see that!,kandeezi would love to see that,0.6369,0.0,0.543,0.457
1695163528,happiness,@julienviet Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,julienviet propellerhead ha been on my harddriv for a long while just got my music repo back in shape thi we and felt nostalg,0.34,0.0,0.902,0.098
1695163779,happiness,"@keza34 cool, your too good to me you know",keza cool your too good to me you know,0.6369,0.0,0.574,0.426
1695163858,happiness,Saw Fiddler with Topol! The girls LOOOOVED it!  Next month... Annie! 7th row! *can't wait* Trip 2 the music store for Fiddler sheet music.,saw fiddler with topol the girl loooov it next month anni th row can t wait trip the music store for fiddler sheet music,0.0,0.0,1.0,0.0
1695164182,happiness,Happy #StarWarsDay. May the 4th be with you!  From everyone @dxs_paintball,happi starwarsday may the th be with you from everyon dx paintbal,-0.6124,0.267,0.733,0.0
1695164383,happiness,Buenos Dias mundo de Twitter  eating b-fast and watching &quot;sex on fire&quot; video b4 I go to work !,bueno dia mundo de twitter eat b fast and watch quot sex on fire quot video b i go to work,-0.34,0.124,0.876,0.0
1695164637,happiness,@ferretprincess Hey Miss Jane! How are you? How goes the film? Hope all is good with you and your family,ferretprincess hey miss jane how are you how goe the film hope all is good with you and your famili,0.6369,0.066,0.697,0.238
1695164911,happiness,@MR_Bill2030 And good morning to you too.,mr bill and good morn to you too,0.4404,0.0,0.707,0.293
1695164995,happiness,"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",gonna go bed now night tweeter dont think about me when you sleep hahah nite all,0.0,0.0,1.0,0.0
1695164997,happiness,Glad to be home.  Punched out late today.  I am very tired.  Thank goodness I am off tonight.  Will make sure I do something fun today.,glad to be home punch out late today i am veri tire thank good i am off tonight will make sure i do someth fun today,0.9186,0.0,0.562,0.438
1695165047,happiness,@theonlysv haha nuu .. soLo qoincideencia .. en seriooO,theonlysv haha nuu solo qoincideencia en seriooo,0.4588,0.0,0.667,0.333
1695165200,happiness,"@kathibelle im sure he will  and if its not today, maybe it will be tomorrow..",kathibel im sure he will and if it not today mayb it will be tomorrow,0.3182,0.0,0.859,0.141
1695165298,happiness,at school. Rusty just put Oh It Is Love on my ipod. awh,at school rusti just put oh it is love on my ipod awh,0.6369,0.0,0.741,0.259
1695165329,happiness,Good morning Monday...  I feel as though you came to visit too early... But I am happy to see you none the less.,good morn monday i feel as though you came to visit too earli but i am happi to see you none the less,0.2382,0.0,0.911,0.089
1695165485,happiness,"In bed eating chocolates after 2 super parties, yay  playing with the new camera - could I be an amazing photographer?",in bed eat chocol after super parti yay play with the new camera could i be an amaz photograph,0.8658,0.0,0.607,0.393
1695165563,happiness,is also very excited for the BLAZIN SQUAD revival!  im rooting for 'em-- their new song http://tinyurl.com/dz7tms,is also veri excit for the blazin squad reviv im root for em their new song http tinyurl com dz tm,0.0,0.0,1.0,0.0
1695165669,happiness,@MandyyJirouxx  HELLOOOO !!!,mandyyjirouxx helloooo,0.0,0.0,1.0,0.0
1695165745,happiness,@Pink I`m looking forward too see and hear you in Norway!! Live fast!,pink i m look forward too see and hear you in norway live fast,0.0,0.0,1.0,0.0
1695166045,happiness,After work....Hillcats game!   .25 cent hot dogs haha,after work hillcat game cent hot dog haha,0.4588,0.0,0.7,0.3
1695166064,happiness,its gonna be a beautiful day!,it gonna be a beauti day,0.0,0.0,1.0,0.0
1695190487,happiness,I love those creditcard-sized memory sticks. And Microsoft keeps sending them to me,i love those creditcard size memori stick and microsoft keep send them to me,0.6369,0.0,0.741,0.259
1695190524,happiness,@NadavS Cant wait to do some of those things,nadav cant wait to do some of those thing,0.0,0.0,1.0,0.0
1695190557,happiness,NEW STRIPEY TOP DAY!,new stripey top day,0.2023,0.0,0.625,0.375
1695190571,happiness,I'm a 100% Reagan con according to this quiz http://quizfarm.com/run.php/QuizRunner,i m a reagan con accord to thi quiz http quizfarm com run php quizrunn,0.0,0.0,1.0,0.0
1695190657,happiness,"One final down, two to go!",one final down two to go,0.0,0.0,1.0,0.0
1695190946,happiness,@BamaBlockhead No.. $16 is a good price considering WHO you are going to see!    Right?,bamablockhead no is a good price consid who you are go to see right,0.1779,0.137,0.683,0.18
1695190981,happiness,Happy Star Wars day everyone! and Enjoy the holiday (UK),happi star war day everyon and enjoy the holiday uk,0.25,0.232,0.417,0.351
1695191477,happiness,"Today in a Week, I am 18.. yiha",today in a week i am yiha,0.0,0.0,1.0,0.0
1695191814,happiness,Had such a great weekend! Glad it's sunny out today,had such a great weekend glad it s sunni out today,0.7964,0.0,0.496,0.504
1695192088,happiness,In Paris till friday!!,in pari till friday,0.0,0.0,1.0,0.0
1695192301,happiness,Good morning everyone!  Nice to see you today!  Hope you a wonderful and funny day!,good morn everyon nice to see you today hope you a wonder and funni day,0.8225,0.0,0.561,0.439
1695192911,happiness,@borgintraining I saw it and I liked it  Not bad :],borgintrain i saw it and i like it not bad,0.6542,0.0,0.529,0.471
1695192957,happiness,@mortensax Will do - promise - thanks,mortensax will do promis thank,0.3612,0.0,0.615,0.385
1695192982,happiness,Back in from LI 2hours ago n still made it to work  yay me,back in from li hour ago n still made it to work yay me,0.5267,0.0,0.779,0.221
1695193233,happiness,"@charliestyr Hella worth it, even if you don't need the full 32 now.",charliestyr hella worth it even if you don t need the full now,0.2944,0.0,0.834,0.166
1695193309,happiness,@lauraduhaime Im doing great thank you,lauraduhaim im do great thank you,0.765,0.0,0.377,0.623
1695193480,happiness,listening to some bands recommended to me by Sarrah  i really like the friday night boys &lt;3,listen to some band recommend to me by sarrah i realli like the friday night boy lt,0.6124,0.0,0.737,0.263
1695193572,happiness,@grahamguy more coffee,grahamguy more coffe,0.0,0.0,1.0,0.0
1695193601,happiness,spring pictures today  going to schoooool,spring pictur today go to schoooool,0.0,0.0,1.0,0.0
1695194032,happiness,i'm yours - jason mraz....looking for an electric guitar  yay!!!1,i m your jason mraz look for an electr guitar yay,0.5267,0.0,0.702,0.298
1695194103,happiness,Finish line for Team Alpha 'Allstars'.. Was a great day and good to in the winning company team  http://twitpic.com/4jggm,finish line for team alpha allstar wa a great day and good to in the win compani team http twitpic com jggm,0.8957,0.0,0.625,0.375
1695194253,happiness,@madonnacalling my fav CD,madonnacal my fav cd,0.4588,0.0,0.5,0.5
1695219214,happiness,looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...,look forward to the final of the race next week miss my castl girl though ani and all race fan welcom to watch chez moi,0.1779,0.059,0.855,0.086
1695219482,happiness,YEHEY SUMMER!!  so exciteeeddd.. balme it on the a-a-a-a-a-alcohol.,yehey summer so exciteeeddd balm it on the a a a a a alcohol,0.0,0.0,1.0,0.0
1695219544,happiness,@LovelyLu very nice...i cleared my head,lovelylu veri nice i clear my head,0.6597,0.0,0.426,0.574
1695219780,happiness,Building the radio studio from which we're going to podcast from. It's for our foundation called the Insight Foundation,build the radio studio from which we re go to podcast from it s for our foundat call the insight foundat,0.0,0.0,1.0,0.0
1695220121,happiness,@twlux_e thanks for following me. Nice to meet you,twlux e thank for follow me nice to meet you,0.6486,0.0,0.569,0.431
1695220131,happiness,My near daily exercise is starting to show results.,my near daili exercis is start to show result,0.0,0.0,1.0,0.0
1695220322,happiness,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",final im back onlin i miss my lappi so mani thing to follow up start with ning haha,0.34,0.082,0.765,0.153
1695220547,happiness,@Wossy - Jonathan can  you get Priscilla Ahn or Raphael Saadiq on your show - they were fab on the Jools Holland show,wossi jonathan can you get priscilla ahn or raphael saadiq on your show they were fab on the jool holland show,0.4588,0.0,0.87,0.13
1695220793,happiness,@kitankhamun Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time &amp; lots of smiley faces!,kitankhamun pitti he wasnt arnd huh i wld have rlli wet myself otherwis the wed wa gr had a gd time amp lot of smiley face,0.4019,0.0,0.895,0.105
1695221225,happiness,"@MasterSavage  cool, i saw it now in the link thanks",mastersavag cool i saw it now in the link thank,0.5859,0.0,0.593,0.407
1695221289,happiness,Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,good morn everyon enjoy your day think of all my tweet friend,0.8519,0.0,0.492,0.508
1695221432,happiness,"@taylorswift13 woah that's cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",taylorswift woah that s cool just land in london about and hour ago i love the sceneri beauti,0.7579,0.0,0.683,0.317
1695221761,happiness,back to work on a beautiful sunny day,back to work on a beauti sunni day,0.0,0.0,1.0,0.0
1695248826,happiness,Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,yay made my first sale on redbubbl that make me so happi http bit ly gurq,0.7906,0.0,0.667,0.333
1695248849,happiness,@jomanlk I am trying my best to make my own luck,jomanlk i am tri my best to make my own luck,0.802,0.0,0.526,0.474
1695249303,happiness,I just went to Metro Diner for the first time. It was awesome.,i just went to metro diner for the first time it wa awesom,0.0,0.0,1.0,0.0
1695249387,happiness,@IamFakeBlood see u Next Saturday With Mr @atrak,iamfakeblood see u next saturday with mr atrak,0.0,0.0,1.0,0.0
1695249583,happiness,"oh yes, happy star wars day.   May the fourth be with you...",oh ye happi star war day may the fourth be with you,-0.5994,0.262,0.738,0.0
1695249606,happiness,@dannywood lol good morning!  Ran 4 milles &amp; hit the gym?  Have a great day!!!,dannywood lol good morn ran mill amp hit the gym have a great day,0.8689,0.0,0.505,0.495
1695249681,happiness,@xHayleeey they are finally getting ready i see on msn  ahaha  have fun fun fun,xhayleeey they are final get readi i see on msn ahaha have fun fun fun,0.872,0.0,0.526,0.474
1695249697,happiness,@tiffanyq swimming and tanning was heaven! i blasted music while tanning and was in my own world.,tiffanyq swim and tan wa heaven i blast music while tan and wa in my own world,0.5106,0.0,0.82,0.18
1695249769,happiness,@inlovewitharmy Hehehe. ) I`m nice,inlovewitharmi heheh i m nice,0.4215,0.0,0.417,0.583
1695250056,happiness,"Sayin' good morning to everybody in the Office . . . Must say &quot;Good Morning to you&quot; too!    Greets from Charlotte, NC, USA.",sayin good morn to everybodi in the offic must say quot good morn to you quot too greet from charlott nc usa,0.7964,0.0,0.701,0.299
1695250091,happiness,"Just a reminder to anyone @ultimatepetshow, thepet.net awards for the most pet friendly businesses in the UK are being awarded at 3.15pm",just a remind to anyon ultimatepetshow thepet net award for the most pet friendli busi in the uk are be award at pm,0.7906,0.0,0.741,0.259
1695250164,happiness,@UncleRUSH Good morning to you. Hope you have a nice productive day,unclerush good morn to you hope you have a nice product day,0.8225,0.0,0.482,0.518
1695250364,happiness,Looks like I got a new job,look like i got a new job,0.3612,0.0,0.615,0.385
1695250664,happiness,@DH_Photography Good Morning! Hope you have a great day!!,dh photographi good morn hope you have a great day,0.872,0.0,0.377,0.623
1695250677,happiness,is enjoying a cup of chicken soup!,is enjoy a cup of chicken soup,0.4939,0.0,0.61,0.39
1695250749,happiness,FRIENDS COMING TONIGHT! Hopefully the weather will stay nice,friend come tonight hope the weather will stay nice,0.836,0.0,0.403,0.597
1695250796,happiness,@lovelybookie_ yaaaay mish is following gab!,lovelybooki yaaaay mish is follow gab,0.0,0.0,1.0,0.0
1695251187,happiness,We*d Man On His Way     Yess!!    Time 2 Wake Up 4 Real  lol,we d man on hi way yess time wake up real lol,0.4215,0.0,0.781,0.219
1695251722,happiness,Good mornin twiggas.,good mornin twigga,0.4404,0.0,0.408,0.592
1695251841,happiness,Spanish... The suckiest class ever. But I'm learning atleast. Te quiero Tiasha!,spanish the suckiest class ever but i m learn atleast te quiero tiasha,0.0,0.0,1.0,0.0
1695251893,happiness,@MOOVMNT Hey,moovmnt hey,0.0,0.0,1.0,0.0
1695252016,happiness,@DonnieWahlberg In Toronto  waiting for YOU!!! 48 days to go!,donniewahlberg in toronto wait for you day to go,0.0,0.0,1.0,0.0
1695252152,happiness,@genehiga Congrats on the knottie man!,genehiga congrat on the knotti man,0.0,0.0,1.0,0.0
1695252154,happiness,gonna get out in the sunshine,gonna get out in the sunshin,0.0,0.0,1.0,0.0
1695252340,happiness,@dannywood Good morning Dan! It's my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,dannywood good morn dan it s my bday and i plan on get some exercis too today love ya see you in nyc,0.7964,0.0,0.728,0.272
1695278354,happiness,"@dannywood ran 5 miles, went to the gym &amp; woke up Ur great kids....dependable Danny  hope it has been great already",dannywood ran mile went to the gym amp woke up ur great kid depend danni hope it ha been great alreadi,0.926,0.0,0.557,0.443
1695278407,happiness,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,is stoke for spring amaz wild food natur is abund bless up,0.4215,0.0,0.797,0.203
1695278884,happiness,Drink #2: And at 12:45pm when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,drink and at pm when leav the shop i had a medium light coffe frappuccino nom nom nom,0.0,0.0,1.0,0.0
1695278972,happiness,"Starting my morning, with coffee and the Early Show with Harry.  Home improvement...my fav. subject...&quot;dezign&quot;.",start my morn with coffe and the earli show with harri home improv my fav subject quot dezign quot,0.4588,0.0,0.857,0.143
1695279076,happiness,If I smile at you will you follow me please lol,if i smile at you will you follow me pleas lol,0.6486,0.0,0.602,0.398
1695279190,happiness,@elle6503 Woo Hoo.!  I made it to one of your Favorites!  See.... Monday's Rock!!,ell woo hoo i made it to one of your favorit see monday s rock,0.4767,0.0,0.795,0.205
1695279489,happiness,"@ikostar well, if Twitter was $1 a year, I think it'd be a lot easier to monetize than at $30  Less need for differentiated pay/nopay.",ikostar well if twitter wa a year i think it d be a lot easier to monet than at less need for differenti pay nopay,0.5423,0.058,0.741,0.202
1695279576,happiness,asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76,ask thnx for grite take care too god bless http plurk com p rqo,0.7964,0.0,0.552,0.448
1695279789,happiness,got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,got a rad new t shirt from my aunt made from some cool shini shini pink materi,0.3182,0.0,0.859,0.141
1695280020,happiness,ordered my new shirt,order my new shirt,0.0,0.0,1.0,0.0
1695280105,happiness,@terimoore  Congratulations...keep us posted on how things go!,terimoor congratul keep us post on how thing go,0.0,0.0,1.0,0.0
1695280136,happiness,@FionaKyle I thought it was pretty funny.,fionakyl i thought it wa pretti funni,0.0,0.0,1.0,0.0
1695280176,happiness,yay .. sherbert and chocolate ... very nutritious,yay sherbert and chocol veri nutriti,0.5267,0.0,0.595,0.405
1695280343,happiness,@madinalake Can't wait to listen to Attics,madinalak can t wait to listen to attic,0.0,0.0,1.0,0.0
1695280401,happiness,Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions,ye i ha minut of sim plu season fun fun expans,0.8402,0.0,0.438,0.562
1695280936,happiness,Morning twitts heading home  had a great sleep over w. my bf Tennille!,morn twitt head home had a great sleep over w my bf tennil,0.6249,0.0,0.709,0.291
1695280986,happiness,"@pythonism c is nice, but I wouldn't call it fun",python c is nice but i wouldn t call it fun,0.7469,0.0,0.486,0.514
1695281008,happiness,@joepolitics Last night was awesome! Thanks for all the hard work you put into it! Off to get some coffee now...,joepolit last night wa awesom thank for all the hard work you put into it off to get some coffe now,0.2732,0.061,0.83,0.109
1695281033,happiness,Working on your birthday isn't so bad when you get to work with Ruby on Rails,work on your birthday isn t so bad when you get to work with rubi on rail,-0.6696,0.23,0.77,0.0
1695281281,happiness,Watching loudQUIETloud documentary about the ever awesome Pixies. Realised Joey Santiago and David Lovering are Twitterers. Fantastic,watch loudquietloud documentari about the ever awesom pixi realis joey santiago and david lover are twitter fantast,0.5859,0.0,0.808,0.192
1695281444,happiness,"@Paula_Deen   looks like a delicious recipe, will try that tonite",paula deen look like a delici recip will tri that tonit,0.3612,0.0,0.783,0.217
1695281534,happiness,"@balmeras Weekend was quiet, just planning new websites. Today, research and choosing hats. Coffee hat sounds good though. Kettle on",balmera weekend wa quiet just plan new websit today research and choos hat coffe hat sound good though kettl on,0.4404,0.0,0.868,0.132
1695281636,happiness,watching supernatural!  how exciting.,watch supernatur how excit,0.0,0.0,1.0,0.0
1695281703,happiness,@sugarreddrive thx 4 following  r y a band? What kind of genre that y play? Nice to meet all of y,sugarreddr thx follow r y a band what kind of genr that y play nice to meet all of y,0.7717,0.0,0.609,0.391
1695281799,happiness,Shopping with  beckyyy . Going to starbucks in a minute.,shop with beckyyi go to starbuck in a minut,0.0,0.0,1.0,0.0
1695281961,happiness,will maybe have my cell phone soon ! Yeah !,will mayb have my cell phone soon yeah,0.296,0.0,0.761,0.239
1695282010,happiness,The sun is shining  Have a great day,the sun is shine have a great day,0.6249,0.0,0.594,0.406
1695309591,happiness,@cindypon ComicCon? That's cool!,cindypon comiccon that s cool,0.3182,0.0,0.566,0.434
1695309703,happiness,@featureBlend Thanks for the intro. Great to meet u on twitter,featureblend thank for the intro great to meet u on twitter,0.765,0.0,0.548,0.452
1695309947,happiness,The mission to Wales to find the worlds greatest welsh cake with @kendalloneill was a success - as none are better than my nan's,the mission to wale to find the world greatest welsh cake with kendalloneil wa a success as none are better than my nan s,0.7575,0.082,0.648,0.27
1695310048,happiness,"@MichaelSmith22 lol, wen my mum used to take me as a kid, i wud always eat the bread instead! haha.",michaelsmith lol wen my mum use to take me as a kid i wud alway eat the bread instead haha,0.7003,0.0,0.734,0.266
1695310399,happiness,Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,yay just bought american dad volum also seen australia is out on dvd could be a lot cheaper than go,0.5267,0.0,0.841,0.159
1695310876,happiness,http://twitpic.com/4jh4l - I picked out a watch !! Yey,http twitpic com jh l i pick out a watch yey,0.0,0.0,1.0,0.0
1695310930,happiness,@johnlegend  Thats charmingly funny,johnlegend that charmingli funni,0.0,0.0,1.0,0.0
1695311348,happiness,I like taking my dogs with me in the car when I run errands. They are always excited to go anywhere. like this morning to Krogers.,i like take my dog with me in the car when i run errand they are alway excit to go anywher like thi morn to kroger,0.6124,0.0,0.815,0.185
1695311411,happiness,@soundeffect haha that's awesome!!! Would be cool in a horror movie death scene  Maybe not cool....but amusingly ironic,soundeffect haha that s awesom would be cool in a horror movi death scene mayb not cool but amusingli iron,-0.128,0.208,0.563,0.229
1695311888,happiness,@ShutterBugGeek Thank you,shutterbuggeek thank you,0.3612,0.0,0.444,0.556
1695312114,happiness,Humous and Dorito's.... Oh yes,humou and dorito s oh ye,0.0,0.0,1.0,0.0
1695312206,happiness,Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,today the day twitterland hous close begin at and we should get to start move in into the new place,0.0,0.0,1.0,0.0
1695312372,happiness,Mondays aren't so bad when they are this sunny  #fb,monday aren t so bad when they are thi sunni fb,-0.6696,0.333,0.667,0.0
1695312681,happiness,Good Morning Twitter Bugsssss 8:48am and my day starts nowwwww,good morn twitter bugsssss am and my day start nowwwww,0.4404,0.0,0.756,0.244
1695313180,happiness,May the 4th be with you  #starwarsday,may the th be with you starwarsday,0.0,0.0,1.0,0.0
1695313403,happiness,@NattyKnits I just KNEW you'd get that!,nattyknit i just knew you d get that,0.0,0.0,1.0,0.0
1695340973,happiness,wow. someone's proud of me.,wow someon s proud of me,0.7845,0.0,0.303,0.697
1695341233,happiness,@C64Takeaway that is a great remix of it. Double Wow!,c takeaway that is a great remix of it doubl wow,0.836,0.0,0.47,0.53
1695341289,happiness,@Chambers_ Hahaaaha,chamber hahaaaha,0.0,0.0,1.0,0.0
