id,sentiment,tweet,snowball_stemmed_tweets,preprocessed_tweets,sent_negative,sent_neutral,sent_positive,snowball_negative,snowball_neutral,snowball_pos
1961086432,sadness,Laying in bed sore and snuggeling domino... I don't wanna work out today,lay bed sore snuggel domino dont wan na work today,laying bed sore snuggeling domino dont wanna work today,0.238,0.762,0.0,0.217,0.783,0.0
1961086765,sadness,@Jo_Saunders09 haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck,mentionher haha lol goingi havent realli loliv hobbitn mum like keep revisin beck,mentionhere haha lol goingi havent really lolive hobbitn mums like keep revisin beck,0.0,0.546,0.454,0.0,0.546,0.454
1961087370,sadness,It's raining  I can't go out to jogging... I have to do it in my house gym...,rain cant go jog hous gym,raining cant go jogging house gym,0.0,1.0,0.0,0.0,1.0,0.0
1961088409,sadness,thought I was going to have a fun day,thought go fun day,thought going fun day,0.0,0.476,0.524,0.0,0.476,0.524
1961088852,happiness,@dreamobscene I know how you feel  Have a lovely relaxing weekend!,mentionher know feel love relax weekend,mentionhere know feel lovely relaxing weekend,0.0,0.364,0.636,0.0,0.36,0.64
1961089041,sadness,Felt one tooth without the braces bracket. I got soooo hype,felt one tooth without brace bracket got soooo hype,felt one tooth without braces bracket got soooo hype,0.0,1.0,0.0,0.0,1.0,0.0
1961091768,happiness,"@LizzieCoulter oh dear. (I'm sorry, but i laughed  )",mentionher oh dear im sorri laugh,mentionhere oh dear im sorry laughed ,0.131,0.303,0.566,0.0,0.392,0.608
1961092018,happiness,@aidadoll he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| ))))),mentionher think hes gangsterrr ass dont even fit g unit amp know,mentionhere thinks hes gangsterrr ass dont even fit g unit amp know  ,0.384,0.616,0.0,0.384,0.616,0.0
1961092033,sadness,this phyllis hyman unsung story is so SAD,phylli hyman unsung stori sad,phyllis hyman unsung story sad,0.437,0.563,0.0,0.437,0.563,0.0
1961093718,sadness,at work with a HUGE headache,work huge headach,work huge headache,0.0,0.465,0.535,0.0,0.465,0.535
1961093731,happiness,This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr,anthem right dont leav high dri urlhere79fcr,anthem right dont leave high dry  urlhere79fcr,0.0,0.839,0.161,0.0,1.0,0.0
1961094015,sadness,i feel like shit,feel like shit,feel like shit,0.507,0.141,0.352,0.507,0.141,0.352
1961094361,sadness,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,mentionher oh dear that disturb coffe connoisseur die littl,mentionhere oh dear thats disturbing coffee connoisseur died little,0.445,0.387,0.168,0.434,0.395,0.171
1961096130,happiness,@_Enigma__ OMG daon't tell me you have watched twilight enuff to know that !!,mentionher omg daont tell watch twilight enuff know,mentionhere omg daont tell watched twilight enuff know ,0.0,1.0,0.0,0.0,1.0,0.0
1961097495,sadness,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,got peopl dont let skip sci pratic beco skola impt dont wast parent money nt fair,got people dont let skip sci pratical becos skola impt dont waste parents money nt fair,0.0,0.751,0.249,0.0,0.867,0.133
1961098016,happiness,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!,woot interview went awsom didnt get talk mr johnni thought oh well still realli good,woot interview went awsome didnt get talk mr johnny thought oh well still really good,0.0,0.597,0.403,0.0,0.606,0.394
1961098214,sadness,my knees are sore after physio,knee sore physio,knees sore physio,0.556,0.444,0.0,0.556,0.444,0.0
1961100573,sadness,My coffee got cold blah!,coffe got cold blah,coffee got cold blah,0.318,0.682,0.0,0.318,0.682,0.0
1961100980,sadness,i lost my phone.,lost phone,lost phone,0.697,0.303,0.0,0.697,0.303,0.0
1961101312,sadness,Why Does She Keep Trying To Hurt Me? Aren't The Tears I've Cried In The Past Few Months Enough?,keep tri hurt arent tear ive cri past month enough,keep trying hurt arent tears ive cried past months enough,0.239,0.491,0.27,0.274,0.726,0.0
1961101498,sadness,it is always sunny on days when i can't possible be outside.  life is out to get me,alway sunni day cant possibl outsid life get,always sunny days cant possible outside life get,0.0,0.714,0.286,0.0,1.0,0.0
1961102802,sadness,"@_katieedwards I can't yet back, I've run out of texts!  I'll ring you laters xoxo",mentionher cant yet back ive run text ill ring later xoxo,mentionhere cant yet back ive run texts ill ring laters xoxo,0.177,0.57,0.253,0.177,0.57,0.253
1961102942,sadness,@ingek73 I'm on blip but can't get it to work on me iPhone,mentionher im blip cant get work iphon,mentionhere im blip cant get work iphone,0.0,1.0,0.0,0.0,1.0,0.0
1961103202,sadness,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,got peopl dont let skip sci pratic beco skola impt can not wast parent money nt fair,got people dont let skip sci pratical becos skola impt cannot waste parents money nt fair,0.0,0.751,0.249,0.0,0.874,0.126
1961104796,happiness,Finally on my way home,final way home,finally way home,0.0,1.0,0.0,0.0,1.0,0.0
1961104874,happiness,"crap. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!",crap break quotno work weekendquot rule much overload work aargh hate,crap break quotno work weekendquot rule much overloaded work aargh hate,0.412,0.588,0.0,0.524,0.476,0.0
1961106261,sadness,Awww sunthings wrong w/ my ubertwitter last nite.,awww sunth wrong w ubertwitt last nite,awww sunthings wrong w ubertwitter last nite,0.383,0.617,0.0,0.383,0.617,0.0
1961106527,sadness,am about to sell my Medieval trading pavillion... v sad,sell mediev trade pavillion v sad,sell medieval trading pavillion v sad,0.437,0.563,0.0,0.437,0.563,0.0
1961107438,sadness,Ordered a new computer! Unfortunately it won't get here until the end of June.,order new comput unfortun wont get end june,ordered new computer unfortunately wont get end june,0.255,0.745,0.0,0.0,1.0,0.0
1961107627,sadness,Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad,two dozen rose sent overnight deliv morn found recipi town sad,two dozen roses sent overnight delivered morning found recipient town sad,0.237,0.763,0.0,0.237,0.763,0.0
1961108083,happiness,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,get drive dad airport fli vega wsop wan na go vega,get drive dad airport fly vegas wsop wanna go vegas,0.0,1.0,0.0,0.0,1.0,0.0
1961108255,sadness,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,ewww print new id badg thingi 4 work n eww pictur took mani n ugli,ewww printed new id badge thingie 4 work n eww picture took many n ugly,0.231,0.769,0.0,0.0,1.0,0.0
1961108587,happiness,just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had,say goodby mentionher mentionher two best intern elev ever,say goodbye mentionhere mentionhere two best interns elevate ever,0.0,0.656,0.344,0.0,0.656,0.344
1961110682,sadness,@godiegogo12 well atm anyway i'm only managing cos i have no musical talent ps horrible thing to say bout rove,mentionher well atm anyway im manag cos music talent ps horribl thing say bout rove,mentionhere well atm anyway im managing cos musical talent ps horrible thing say bout rove,0.172,0.588,0.24,0.0,0.726,0.274
1961121339,sadness,@mileycyrus yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same! ?,mentionher yeah isnï¿½t prom germani although school almost everywher,mentionhere yeah isnï¿½t prom germany although school almost everywhere ,0.0,0.784,0.216,0.0,0.784,0.216
1961123841,sadness,@JinxCat I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.,mentionher fail cook late makin sad duno cook less armi need practic flour tortilla,mentionhere failing cooking lately makin sad duno cook less army need practice flour tortillas,0.348,0.652,0.0,0.355,0.645,0.0
1961124830,sadness,I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;,need get back daili tweet hiatus suck also suck gsn interrupt show theyr air gtlt,need get back daily tweeting hiatus sucks also sucks gsn interrupting shows theyre airing gtlt,0.375,0.625,0.0,0.406,0.594,0.0
1961125160,sadness,god opened the clouds and said i hate you josh,god open cloud said hate josh,god opened clouds said hate josh,0.378,0.408,0.214,0.378,0.408,0.214
1961127684,sadness,@autismvox for me they're not,mentionher theyr,mentionhere theyre,0.0,1.0,0.0,0.0,1.0,0.0
1961128309,sadness,"omfg, my head",omfg head,omfg head,0.0,1.0,0.0,0.0,1.0,0.0
1961128587,sadness,My job sucks!!!,job suck,job sucks,0.714,0.286,0.0,0.744,0.256,0.0
1961129154,sadness,@jodywhitesides So sorry I missed it!,mentionher sorri miss,mentionhere sorry missed,0.778,0.222,0.0,0.444,0.556,0.0
1961129258,happiness,@tiyephoenix I have to DJ 2 gigs on 6/20. no bk hh fest for me  so please keep me posted on live dates,mentionher dj 2 gig 620 bk hh fest pleas keep post live date,mentionhere dj 2 gigs 620 bk hh fest please keep posted live dates,0.0,0.827,0.173,0.0,1.0,0.0
1961129332,sadness,Busy day! No time to tweet  Bmore what's happening this weekend?,busi day time tweet bmore what happen weekend,busy day time tweet bmore whats happening weekend,0.0,1.0,0.0,0.0,1.0,0.0
1961130541,sadness,missss my friends and plav  time for a long day of work hahah,missss friend plav time long day work hahah,missss friends plav time long day work hahah,0.0,0.693,0.307,0.0,0.686,0.314
1961131652,sadness,so so tired..,tire,tired,1.0,0.0,0.0,0.0,1.0,0.0
1961132008,sadness,@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,mentionher pretti took like hour ursssss,mentionhere pretty took like hour ursssss,0.0,0.412,0.588,0.0,0.667,0.333
1961132614,sadness,@ghostexecutive Bummer   was going to try and make it/ other commitments I'm afraid got into the way.  Next time hopefully-,mentionher bummer go tri make commit im afraid got way next time hope,mentionhere bummer going try make commitments im afraid got way next time hopefully,0.155,0.595,0.25,0.147,0.565,0.288
1961133338,sadness,is tired and sad,tire sad,tired sad,1.0,0.0,0.0,0.756,0.244,0.0
1961134229,happiness,looks like another sober weekend ahead...,look like anoth sober weekend ahead,looks like another sober weekend ahead,0.0,0.667,0.333,0.0,0.667,0.333
1961134407,sadness,@Yurges loadsa shizze has happend  IM SO UPSET..,mentionher loadsa shizz happend im upset,mentionhere loadsa shizze happend im upset,0.342,0.658,0.0,0.342,0.658,0.0
1961134439,sadness,why does my life suck?,life suck,life suck,0.744,0.256,0.0,0.744,0.256,0.0
1961135475,sadness,UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.,ugh poor beauti girl went new tire inspect sticker there 590 repair still tire,ugh poor beautiful girl went new tires inspection sticker theres 590 repair still tires,0.284,0.529,0.188,0.33,0.67,0.0
1961136350,sadness,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",freesat coverag sky dish realli realli bad moment block place realli annoy,freesats coverage sky dish really really bad moment blocks place really annoying,0.506,0.494,0.0,0.508,0.492,0.0
1961136541,sadness,My computer died,comput die,computer died,0.783,0.217,0.0,0.796,0.204,0.0
1961136545,sadness,Conference call with HP.  They gave me an invalid pass code so I can't attend,confer call hp gave invalid pass code cant attend,conference call hp gave invalid pass code cant attend,0.0,1.0,0.0,0.0,1.0,0.0
1961136714,sadness,@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying,mentionher thought split estat depress cours kid dont like thought parent die,mentionhere thought splitting estate depressing course kidding dont like thought parents dying,0.312,0.596,0.093,0.506,0.494,0.0
1961136959,sadness,@Flickie I'm dead bored. but also dead poor! Student life is a piss take!,mentionher im dead bore also dead poor student life piss take,mentionhere im dead bored also dead poor student life piss take,0.733,0.267,0.0,0.732,0.268,0.0
1961138211,sadness,Massive headache,massiv headach,massive headache,0.0,1.0,0.0,0.0,1.0,0.0
1961139081,sadness,So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!,annoy miss mitch benn lemon tree damn what,annoyed missed mitch benn  lemon tree damn whats,0.6,0.4,0.0,0.59,0.41,0.0
1961140229,sadness,oh no! I just crashed my ball pump,oh crash ball pump,oh crashed ball pump,0.0,1.0,0.0,0.474,0.526,0.0
1961141324,sadness,"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard",wish garden could bbq tonight might set loung bbq type thing thatll work fridayfirehazzard,wish garden could bbq tonight might set lounge bbq type thing thatll work fridayfirehazzard,0.0,0.828,0.172,0.0,0.828,0.172
1961141985,sadness,@brittanytastic aww  that's horrible! xD,mentionher aww that horribl xd,mentionhere aww thats horrible xd,0.34,0.291,0.369,0.0,0.513,0.487
1961143292,sadness,OH. I am just so tired.,oh tire,oh tired,0.744,0.256,0.0,0.0,1.0,0.0
1961144936,sadness,My poor phone is nekkid without its cover.,poor phone nekkid without cover,poor phone nekkid without cover,0.437,0.563,0.0,0.437,0.563,0.0
1961147782,sadness,Well thats that then. Exam failed and bsc gone,well that exam fail bsc gone,well thats exam failed bsc gone,0.351,0.426,0.223,0.365,0.417,0.219
1961148438,sadness,"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",mentionher grrr peopl suck cri anim die natur show peopl sick hunt endang speci,mentionhere grrr people suck cry animals die nature shows people sick hunting endangered species,0.619,0.381,0.0,0.535,0.465,0.0
1961150946,sadness,"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb",mentionher annoy make us girl follow sport knowledg look dumb,mentionhere annoying makes us girls follow sports knowledgable look dumb,0.429,0.571,0.0,0.437,0.563,0.0
1961151822,happiness,@DJClicheDarknes I haven't had a good homemade flour tortilla in ages.,mentionher havent good homemad flour tortilla age,mentionhere havent good homemade flour tortilla ages,0.286,0.714,0.0,0.286,0.714,0.0
1961152815,sadness,Everything is annoying me today,everyth annoy today,everything annoying today,0.574,0.426,0.0,0.592,0.408,0.0
1961170661,sadness,@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!,mentionher lucki girl work day tomorrow mayb even monday,mentionhere lucky girl work day tomorrow maybe even monday,0.0,0.741,0.259,0.0,1.0,0.0
1961171097,sadness,I need some cheering up,need cheer,need cheering,0.0,0.233,0.767,0.0,0.233,0.767
1961171858,sadness,soo tired.. still kinda angry that i missed the concert,soo tire still kinda angri miss concert,soo tired still kinda angry missed concert,0.662,0.338,0.0,0.181,0.819,0.0
1961172068,sadness,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   @heather_writes,stupid competit stuff keep get way go get word today kill mentionher,stupid competition stuff keeps getting way going get words today kills mentionhere,0.408,0.592,0.0,0.448,0.552,0.0
1961172504,sadness,leaving now  off to get my angry teethed pulled....,leav get angri teeth pull,leaving get angry teethed pulled,0.452,0.548,0.0,0.0,1.0,0.0
1961173273,sadness,@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!,mentionher miley gon na quit hannah montanai dont wan na believ,mentionhere mileys gonna quit hannah montanai dont wanna believe,0.0,1.0,0.0,0.0,1.0,0.0
1961174279,sadness,@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses,mentionher yeah yeah heck anyway sastch year bail lack expens,mentionhere yeah yeah heck anyway sastch year bail lack expenses,0.168,0.511,0.321,0.168,0.511,0.321
1961174815,happiness,"Ok, I'm going outside...wish i was playing basketball  oh well...",ok im go outsidewish play basketbal oh well,ok im going outsidewish playing basketball oh well,0.0,0.45,0.55,0.0,0.427,0.573
1961175068,sadness,crying real tears,cri real tear,crying real tears,0.833,0.167,0.0,0.0,1.0,0.0
1961175165,sadness,No launch today. Teacher changed plans and we watched a stupid move about tesla,launch today teacher chang plan watch stupid move tesla,launch today teacher changed plans watched stupid move tesla,0.298,0.702,0.0,0.298,0.702,0.0
1961175771,sadness,my blow torch has broken  this is a REAL bummer,blow torch broken real bummer,blow torch broken real bummer,0.655,0.345,0.0,0.655,0.345,0.0
1961176044,sadness,@Spiffums I wasn't near him.,mentionher wasnt near,mentionhere wasnt near,0.0,1.0,0.0,0.0,1.0,0.0
1961178854,sadness,My TI89 died. I don't know why.,ti89 die dont know,ti89 died dont know,0.545,0.455,0.0,0.565,0.435,0.0
1961178861,sadness,So sad I'm going to miss seeing Pennywise again this year,sad im go miss see pennywis year,sad im going miss seeing pennywise year,0.485,0.515,0.0,0.485,0.515,0.0
1961179186,happiness,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol,mentionher guess u like den hair cut short lol,mentionhere guess u like den hair cut short lol,0.169,0.403,0.427,0.169,0.403,0.427
1961182531,happiness,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!,mentionher well good luck twpp hour time think way home fun,mentionhere well good luck twpp hours time think way home fun,0.0,0.383,0.617,0.0,0.383,0.617
1961183293,sadness,@thejiggerjames  not the same.. Can we party tonight jig,mentionher parti tonight jig,mentionhere party tonight jig,0.0,0.526,0.474,0.0,1.0,0.0
1961184782,sadness,Hates moving,hate move,hates moving,0.744,0.256,0.0,0.787,0.213,0.0
1961185508,sadness,"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall.",sooooo drop phone dont text tweet im current bang face spike cover poison ivi infest wall,sooooo dropped phone dont text tweet im currently banging face spike covered poison ivy infested wall,0.189,0.811,0.0,0.286,0.714,0.0
1961186643,sadness,Missin my boo,missin boo,missin boo,0.0,1.0,0.0,0.0,1.0,0.0
1961187726,sadness,Murray just got broken,murray got broken,murray got broken,0.608,0.392,0.0,0.608,0.392,0.0
1961188382,sadness,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop.",enjoy yummi salad miss avocado that happen husband groceri shop,enjoying yummy salad missing avocado thats happens husband grocery shop,0.138,0.438,0.425,0.125,0.625,0.25
1961188627,happiness,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler...",stapler haiku whar night woo hoo yeah beauti night parti oop im stapler,stapler haiku whar night woo hoo yeah  beautiful night party  oops im stapler,0.0,0.431,0.569,0.0,0.675,0.325
1961190913,sadness,@roxeecruz ur linky no worky,mentionher ur linki worki,mentionhere ur linky worky,0.0,1.0,0.0,0.0,1.0,0.0
1961192897,sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal,listen mende discog still think disband loss metal,listening mendeed discog still think disbanding loss metal,0.247,0.753,0.0,0.247,0.753,0.0
1961194220,sadness,My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?,friend mock weekend mentionher talk,friends mocking weekend mentionhere talking,0.307,0.341,0.352,0.311,0.333,0.356
1961212401,sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,wan na know what wors cowork brew fresh cup coffe think bacon,wanna know whats worse coworker brewed fresh cup coffee think bacon,0.215,0.625,0.16,0.0,0.827,0.173
1961213412,sadness,@TysonDueck Too bad.,mentionher bad,mentionhere bad,0.778,0.222,0.0,0.778,0.222,0.0
1961214321,happiness,i'm under 100 followers again  gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3,im 100 follow gosh darn good mood atm might bbq later heat waaaav lt3,im 100 followers gosh darn good mood atm might bbq later heat waaaave lt3,0.0,0.818,0.182,0.0,0.818,0.182
1961214593,sadness,@thodwris RIP Michael,mentionher rip michael,mentionhere rip michael,0.0,1.0,0.0,0.0,1.0,0.0
1961215362,happiness,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,straighen hair go straight want bummerrr,straighening hair going straight want bummerrr,0.0,0.556,0.444,0.0,0.556,0.444
1961215445,happiness,@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-,mentionher dont feel like reboot osx support hibern amp reboot bootcamp,mentionhere dont feel like reboot osx supported hibernate amp reboot bootcamp ,0.157,0.671,0.172,0.153,0.652,0.196
1961216493,sadness,Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.,oww cant even describ much back hurt go go stupid doctor,oww cant even describe much back hurts going go stupid doctor,0.419,0.581,0.0,0.43,0.57,0.0
1961216972,sadness,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!,mentionher alway miss wont abl commenc foolish til fall come fall ill visit yay,mentionhere always miss wont able commence foolishness til fall come fall ill visiting yay,0.219,0.497,0.285,0.224,0.51,0.266
1961217929,sadness,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,aaaaahhhh friday funer 5,aaaaahhhh friday funeral 5,0.556,0.444,0.0,0.0,1.0,0.0
1961218799,sadness,Sun has been making me happy =] Shame about work tonight  x,sun make happi shame work tonight x,sun making happy  shame work tonight x,0.287,0.37,0.343,0.383,0.617,0.0
1961219854,sadness,@Nobilis I feel your pain. Mine is the same way,mentionher feel pain mine way,mentionhere feel pain mine way,0.452,0.548,0.0,0.452,0.548,0.0
1961220241,sadness,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.,sad day offic glad friday like get away poor cowork lost son,sad day office glad friday like get away poor coworker lost son,0.405,0.333,0.262,0.405,0.333,0.262
1961221079,sadness,Wishes she had a pool,wish pool,wishes pool,0.0,0.385,0.615,0.0,0.27,0.73
1961222366,happiness,found six great vegan places to eat and relax at; four of which I can't get to without a car,found six great vegan place eat relax four cant get without car,found six great vegan places eat relax four cant get without car,0.0,0.588,0.412,0.0,0.588,0.412
1961222411,sadness,Soooo not feeling well and I need to get out of bed,soooo feel well need get bed,soooo feeling well need get bed,0.0,0.526,0.474,0.0,0.704,0.296
1961222597,sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",well done yet 1 thing left huaaahhhhh jupaa resaaaa awa kaliaaannn,well done yet  1 thing left huaaahhhhh  jupaa resaaaa awas kaliaaannn ,0.0,0.811,0.189,0.0,0.811,0.189
1961223189,happiness,In the university with hungry!!,univers hungri,university hungry,0.0,1.0,0.0,0.0,1.0,0.0
1961225991,sadness,@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx,mentionher nope im nott plan aunti come america havin big famili meal cant xx,mentionhere nope im nott planning aunties come america havin big family meal cant xx,0.0,1.0,0.0,0.0,1.0,0.0
1961226949,sadness,@feltbeats That's right... kick me when I'm down.,mentionher that right kick im,mentionhere thats right kick im,0.0,1.0,0.0,0.0,1.0,0.0
1961227894,sadness,@TearlessPoet hmmm really??? that's weird idk about that one  sowwy,mentionher hmmm realli that weird idk one sowwi,mentionhere hmmm really thats weird idk one sowwy,0.378,0.622,0.0,0.341,0.659,0.0
1961235319,sadness,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,mentionher lot thing nico gud news job bad news middl nowher got phone 4 twitter cnt play video,mentionhere lots things nico gud news job bad news middle nowhere got phone 4 twitter cnt play videos,0.167,0.718,0.115,0.167,0.718,0.115
1961237351,sadness,sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri,sourish limb prevent gg friday happi havent 12am v long timeeven fri,sourish limbs preventing gg friday happy havent 12am v long timeeven fri,0.073,0.533,0.393,0.0,0.732,0.268
1961237668,happiness,"@lauradawg LOL she is okay, its just he songs are so catchy they get stuck in my head",mentionher lol okay song catchi get stuck head,mentionhere lol okay songs catchy get stuck head,0.171,0.427,0.402,0.171,0.427,0.402
1961238727,happiness,Back in Manchester. Whats with the weather? Sweaty,back manchest what weather sweati,back manchester whats weather sweaty,0.0,1.0,0.0,0.0,1.0,0.0
1961239273,sadness,sick of math,sick math,sick math,0.767,0.233,0.0,0.767,0.233,0.0
1961239892,happiness,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!",mentionher good theyr realist still dont like think,mentionhere good theyre realistic still dont like thinking,0.192,0.545,0.263,0.192,0.545,0.263
1961240344,happiness,Finally left the house! It's gloomy outside.,final left hous gloomi outsid,finally left house gloomy outside,0.286,0.714,0.0,0.0,1.0,0.0
1961240741,happiness,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x",love sun today even thought revis good day though kate afti shit day bless x,loving sun today even thought revising good day though kates afty shit day bless x,0.155,0.431,0.414,0.153,0.426,0.421
1961242468,sadness,@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.,mentionher didnt see last night oh well watch theater that must,mentionhere didnt see last night oh well watch theaters thats must,0.0,0.826,0.174,0.0,0.826,0.174
1961242985,sadness,@jephjacques my three most hated words are &quot;see you monday&quot;,mentionher three hate word quotse mondayquot,mentionhere three hated words quotsee mondayquot,0.457,0.543,0.0,0.425,0.575,0.0
1961243505,sadness,extremely bored.,extrem bore,extremely bored,0.705,0.295,0.0,0.667,0.333,0.0
1961244203,happiness,via @cornellfinch: Found #geocache Head's Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,via mentionher found geocach head urlher probabl find day urlher,via mentionhere found geocache heads urlhere probably find day urlhere,0.0,1.0,0.0,0.0,1.0,0.0
1961244409,sadness,The computer at work hates me.  have to call tech support. Again...,comput work hate call tech support,computer work hates call tech support,0.302,0.417,0.281,0.356,0.385,0.26
1961248216,happiness,@patsytravers http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude,mentionher urlher that actual ador ooh miss dude,mentionhere urlhere  thats actually adorable ooh miss dude,0.148,0.556,0.296,0.186,0.814,0.0
1961248792,sadness,I wanna be out in the sunshineeeeeee,wan na sunshineeeeee,wanna sunshineeeeeee,0.0,1.0,0.0,0.0,1.0,0.0
1961249405,sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",mentionher ok finish set u free sooooo mad rite nowit cant end like dont want bad guy,mentionhere ok finished set u free sooooo mad rite nowit cant end like dont want bad guy,0.263,0.402,0.336,0.263,0.402,0.336
1961251747,sadness,workout stunk...no headphones.,workout stunkno headphon,workout stunkno headphones,0.0,1.0,0.0,0.0,1.0,0.0
1961253361,happiness,@ddlovato miss chatting with you,mentionher miss chat,mentionhere miss chatting,0.444,0.556,0.0,0.444,0.556,0.0
1961253775,sadness,"headache, headache, go away. come again another day....",headach headach go away come anoth day,headache headache go away come another day,0.0,1.0,0.0,0.0,1.0,0.0
1961254659,sadness,i wish my drems could come true,wish drem could come true,wish drems could come true,0.0,0.353,0.647,0.0,0.353,0.647
1961255470,sadness,im at home....on a friday night.  but it's all good!,im homeon friday night good,im homeon friday night good,0.0,0.58,0.42,0.0,0.58,0.42
1961255989,sadness,"tired and bored, watching movies while i'm home alone",tire bore watch movi im home alon,tired bored watching movies im home alone,0.636,0.364,0.0,0.25,0.75,0.0
1961256717,sadness,"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",screw goin back bedil go tomorrow kinda sad,screw goin back bedill go tomorrow kinda sad,0.412,0.588,0.0,0.412,0.588,0.0
1961257427,sadness,@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,mentionher sigh ah well mayb second email clear get approv,mentionhere sighs ah well maybe second email clear get approved,0.0,0.483,0.517,0.0,0.547,0.453
1961257565,happiness,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,nt abl follow anyon friendorfollowcom come itsuck,nt able follow anyone friendorfollowcom come itsucks,0.0,1.0,0.0,0.0,1.0,0.0
1961260346,happiness,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;",ohhhh man mom got bag caramel candi thing theyr soooo good im go get fat,ohhhh man mom got bag caramel candy things theyre soooo good im going get fat ,0.0,0.828,0.172,0.0,0.828,0.172
1961261601,sadness,i hate interviews. im going to do horrible today,hate interview im go horribl today,hate interviews im going horrible today,0.643,0.357,0.0,0.425,0.575,0.0
1961261633,sadness,@BrendonBudness unfortunatley it is the tooth kind of crown,mentionher unfortunatley tooth kind crown,mentionhere unfortunatley tooth kind crown,0.0,0.541,0.459,0.0,0.541,0.459
